latitude,longitude,timestamp
28.63409,77.22289,2023-02-12T12:40:22Z
28.62579,77.23223,2023-02-12T12:40:52Z
28.62867,77.27246,2023-02-12T12:41:22Z
28.60729,77.28669,2023-02-12T12:41:52Z
28.56504,77.31504,2023-02-12T12:42:22Z
28.52359,77.37099,2023-02-12T12:42:52Z
28.48542,77.43118,2023-02-12T12:43:22Z
28.4452,77.47799,2023-02-12T12:43:52Z
28.45338,77.49389,2023-02-12T12:44:22Z
28.35321,77.53989,2023-02-12T12:44:52Z
28.19197,77.56809,2023-02-12T12:45:22Z
28.12188,77.57584,2023-02-12T12:45:52Z
28.06067,77.57693,2023-02-12T12:46:22Z
27.99647,77.60395,2023-02-12T12:46:52Z
27.93301,77.62883,2023-02-12T12:47:22Z
27.86485,77.70094,2023-02-12T12:47:52Z
27.76266,77.71289,2023-02-12T12:48:22Z
27.65248,77.73269,2023-02-12T12:48:52Z
27.55746,77.74916,2023-02-12T12:49:22Z
27.4893,77.78244,2023-02-12T12:49:52Z
27.40204,77.7999,2023-02-12T12:50:22Z
27.37774,77.83287,2023-02-12T12:50:52Z
27.32436,77.88281,2023-02-12T12:51:22Z
27.31305,77.97681,2023-02-12T12:51:52Z
27.30057,78.03426,2023-02-12T12:52:22Z
27.24839,78.04689,2023-02-12T12:52:52Z
27.20811,78.04241,2023-02-12T12:53:22Z
27.19043,78.03108,2023-02-12T12:53:52Z
27.19182,78.02613,2023-02-12T12:54:22Z
27.17469,78.02474,2023-02-12T12:54:52Z
27.16102,78.02835,2023-02-12T12:55:22Z
27.16158,78.00868,2023-02-12T12:55:52Z
27.1268,78.00529,2023-02-12T12:56:22Z
27.0905,77.99173,2023-02-12T12:56:52Z
27.04131,77.97587,2023-02-12T12:57:22Z
26.96456,77.94334,2023-02-12T12:57:52Z
26.91288,77.93039,2023-02-12T12:58:22Z
26.82436,77.91741,2023-02-12T12:58:52Z
26.74096,77.9011,2023-02-12T12:59:22Z
26.66825,77.899,2023-02-12T12:59:52Z
26.63128,77.93136,2023-02-12T13:00:22Z
26.55954,77.95031,2023-02-12T13:00:52Z
26.49902,77.97629,2023-02-12T13:01:22Z
26.46787,78.00961,2023-02-12T13:01:52Z
26.43716,78.03417,2023-02-12T13:02:22Z
26.38086,78.07855,2023-02-12T13:02:52Z
26.32405,78.11273,2023-02-12T13:03:22Z
26.27162,78.13239,2023-02-12T13:03:52Z
26.24754,78.14415,2023-02-12T13:04:22Z
26.23585,78.12354,2023-02-12T13:04:52Z
26.20418,78.11533,2023-02-12T13:05:22Z
26.20097,78.13509,2023-02-12T13:05:52Z
26.18386,78.11778,2023-02-12T13:06:22Z
26.14479,78.11012,2023-02-12T13:06:52Z
26.12251,78.08309,2023-02-12T13:07:22Z
26.11735,78.05054,2023-02-12T13:07:52Z
26.09101,78.00767,2023-02-12T13:08:22Z
26.0683,77.98832,2023-02-12T13:08:52Z
26.0533,77.9525,2023-02-12T13:09:22Z
26.02045,77.89659,2023-02-12T13:09:52Z
25.97369,77.82963,2023-02-12T13:10:22Z
25.9131,77.77956,2023-02-12T13:10:52Z
25.89064,77.77174,2023-02-12T13:11:22Z
25.85222,77.7679,2023-02-12T13:11:52Z
25.77519,77.75885,2023-02-12T13:12:22Z
25.7328,77.74202,2023-02-12T13:12:52Z
25.671,77.72845,2023-02-12T13:13:22Z
25.61526,77.73755,2023-02-12T13:13:52Z
25.53707,77.7311,2023-02-12T13:14:22Z
25.50202,77.70722,2023-02-12T13:14:52Z
25.48982,77.67905,2023-02-12T13:15:22Z
25.46499,77.64852,2023-02-12T13:15:52Z
25.4054,77.60392,2023-02-12T13:16:22Z
25.32601,77.63251,2023-02-12T13:16:52Z
25.2746,77.62454,2023-02-12T13:17:22Z
25.21683,77.62161,2023-02-12T13:17:52Z
25.19615,77.59976,2023-02-12T13:18:22Z
25.1571,77.60364,2023-02-12T13:18:52Z
25.10504,77.60716,2023-02-12T13:19:22Z
25.04213,77.58635,2023-02-12T13:19:52Z
24.9785,77.57391,2023-02-12T13:20:22Z
24.92942,77.5456,2023-02-12T13:20:52Z
24.82767,77.44415,2023-02-12T13:21:22Z
24.759,77.37982,2023-02-12T13:21:52Z
24.69742,77.3438,2023-02-12T13:22:22Z
24.66895,77.30978,2023-02-12T13:22:52Z
24.6391,77.27588,2023-02-12T13:23:22Z
24.60274,77.25239,2023-02-12T13:23:52Z
24.57938,77.23105,2023-02-12T13:24:22Z
24.55445,77.21841,2023-02-12T13:24:52Z
24.52421,77.18586,2023-02-12T13:25:22Z
24.47754,77.17557,2023-02-12T13:25:52Z
24.44722,77.16217,2023-02-12T13:26:22Z
24.38707,77.13452,2023-02-12T13:26:52Z
24.33393,77.10481,2023-02-12T13:27:22Z
24.23789,77.05528,2023-02-12T13:27:52Z
24.18543,77.04154,2023-02-12T13:28:22Z
24.1327,77.00891,2023-02-12T13:28:52Z
24.08605,76.98373,2023-02-12T13:29:22Z
24.0581,76.95834,2023-02-12T13:29:52Z
23.98806,76.9375,2023-02-12T13:30:22Z
23.93234,76.9146,2023-02-12T13:30:52Z
23.895,76.88996,2023-02-12T13:31:22Z
23.84499,76.84744,2023-02-12T13:31:52Z
23.75717,76.76557,2023-02-12T13:32:22Z
23.70835,76.71655,2023-02-12T13:32:52Z
23.6856,76.65418,2023-02-12T13:33:22Z
23.6138,76.54535,2023-02-12T13:33:52Z
23.56135,76.4918,2023-02-12T13:34:22Z
23.53348,76.43432,2023-02-12T13:34:52Z
23.50322,76.4017,2023-02-12T13:35:22Z
23.46174,76.34385,2023-02-12T13:35:52Z
23.44058,76.27788,2023-02-12T13:36:22Z
23.40452,76.24639,2023-02-12T13:36:52Z
23.37722,76.22347,2023-02-12T13:37:22Z
23.33639,76.18283,2023-02-12T13:37:52Z
23.26617,76.16069,2023-02-12T13:38:22Z
23.21624,76.14945,2023-02-12T13:38:52Z
23.11319,76.146,2023-02-12T13:39:22Z
23.01549,76.11005,2023-02-12T13:39:52Z
22.97656,76.0853,2023-02-12T13:40:22Z
22.93543,76.05819,2023-02-12T13:40:52Z
22.91305,75.99742,2023-02-12T13:41:22Z
22.89032,75.97578,2023-02-12T13:41:52Z
22.83201,75.93842,2023-02-12T13:42:22Z
22.72825,75.9336,2023-02-12T13:42:52Z
22.66621,75.91643,2023-02-12T13:43:22Z
22.63851,75.88899,2023-02-12T13:43:52Z
22.63424,75.83557,2023-02-12T13:44:22Z
22.6101,75.79554,2023-02-12T13:44:52Z
22.61613,75.7377,2023-02-12T13:45:22Z
22.59021,75.69331,2023-02-12T13:45:52Z
22.57867,75.6518,2023-02-12T13:46:22Z
22.50143,75.66488,2023-02-12T13:46:52Z
22.45455,75.64454,2023-02-12T13:47:22Z
22.41691,75.59242,2023-02-12T13:47:52Z
22.40636,75.55698,2023-02-12T13:48:22Z
22.38735,75.5322,2023-02-12T13:48:52Z
22.35501,75.5146,2023-02-12T13:49:22Z
22.32174,75.49664,2023-02-12T13:49:52Z
22.27993,75.49363,2023-02-12T13:50:22Z
22.23872,75.47048,2023-02-12T13:50:52Z
22.18451,75.46345,2023-02-12T13:51:22Z
22.13815,75.44811,2023-02-12T13:51:52Z
22.08993,75.42443,2023-02-12T13:52:22Z
22.06098,75.3896,2023-02-12T13:52:52Z
22.03675,75.36096,2023-02-12T13:53:22Z
21.99493,75.32858,2023-02-12T13:53:52Z
21.96604,75.29403,2023-02-12T13:54:22Z
21.91188,75.24729,2023-02-12T13:54:52Z
21.86809,75.20475,2023-02-12T13:55:22Z
21.83395,75.19197,2023-02-12T13:55:52Z
21.77411,75.16594,2023-02-12T13:56:22Z
21.73158,75.12678,2023-02-12T13:56:52Z
21.67853,75.10933,2023-02-12T13:57:22Z
21.63695,75.07699,2023-02-12T13:57:52Z
21.59444,75.06211,2023-02-12T13:58:22Z
21.57591,75.0575,2023-02-12T13:58:52Z
21.56596,75.0521,2023-02-12T13:59:22Z
21.53049,75.04684,2023-02-12T13:59:52Z
21.49808,75.01459,2023-02-12T14:00:22Z
21.46084,74.99482,2023-02-12T14:00:52Z
21.4352,74.98729,2023-02-12T14:01:22Z
21.40035,74.96685,2023-02-12T14:01:52Z
21.352,74.94936,2023-02-12T14:02:22Z
21.32544,74.89508,2023-02-12T14:02:52Z
21.26831,74.84735,2023-02-12T14:03:22Z
21.18891,74.82865,2023-02-12T14:03:52Z
21.13032,74.79674,2023-02-12T14:04:22Z
21.0874,74.79122,2023-02-12T14:04:52Z
21.03532,74.7847,2023-02-12T14:05:22Z
20.96421,74.78489,2023-02-12T14:05:52Z
20.93012,74.78721,2023-02-12T14:06:22Z
20.8867,74.79546,2023-02-12T14:06:52Z
20.85946,74.76653,2023-02-12T14:07:22Z
20.8168,74.74643,2023-02-12T14:07:52Z
20.78762,74.73966,2023-02-12T14:08:22Z
20.76275,74.72503,2023-02-12T14:08:52Z
20.72924,74.70035,2023-02-12T14:09:22Z
20.6932,74.68834,2023-02-12T14:09:52Z
20.65546,74.67163,2023-02-12T14:10:22Z
20.62281,74.63724,2023-02-12T14:10:52Z
20.58018,74.57889,2023-02-12T14:11:22Z
20.54329,74.56158,2023-02-12T14:11:52Z
20.5324,74.50705,2023-02-12T14:12:22Z
20.5007,74.45903,2023-02-12T14:12:52Z
20.45894,74.40564,2023-02-12T14:13:22Z
20.44486,74.37959,2023-02-12T14:13:52Z
20.3895,74.32894,2023-02-12T14:14:22Z
20.36636,74.31347,2023-02-12T14:14:52Z
20.35858,74.30428,2023-02-12T14:15:22Z
20.34794,74.2695,2023-02-12T14:15:52Z
20.33576,74.24622,2023-02-12T14:16:22Z
20.32054,74.20113,2023-02-12T14:16:52Z
20.28576,74.11521,2023-02-12T14:17:22Z
20.24418,74.07512,2023-02-12T14:17:52Z
20.19196,74.01317,2023-02-12T14:18:22Z
20.16189,73.98792,2023-02-12T14:18:52Z
20.1291,73.96513,2023-02-12T14:19:22Z
20.08636,73.92166,2023-02-12T14:19:52Z
20.0403,73.87067,2023-02-12T14:20:22Z
20.01374,73.81788,2023-02-12T14:20:52Z
19.99306,73.79721,2023-02-12T14:21:22Z
19.94346,73.74415,2023-02-12T14:21:52Z
19.91801,73.71343,2023-02-12T14:22:22Z
19.86358,73.6872,2023-02-12T14:22:52Z
19.83071,73.67552,2023-02-12T14:23:22Z
19.77628,73.66337,2023-02-12T14:23:52Z
19.7405,73.64028,2023-02-12T14:24:22Z
19.70559,73.61013,2023-02-12T14:24:52Z
19.68731,73.58393,2023-02-12T14:25:22Z
19.69643,73.52274,2023-02-12T14:25:52Z
19.69398,73.51046,2023-02-12T14:26:22Z
19.68206,73.51517,2023-02-12T14:26:52Z
19.68658,73.50519,2023-02-12T14:27:22Z
19.67242,73.50279,2023-02-12T14:27:52Z
19.65206,73.49142,2023-02-12T14:28:22Z
19.64397,73.48234,2023-02-12T14:28:52Z
19.62809,73.45456,2023-02-12T14:29:22Z
19.62981,73.42194,2023-02-12T14:29:52Z
19.61003,73.40154,2023-02-12T14:30:22Z
19.59208,73.39232,2023-02-12T14:30:52Z
19.57212,73.37516,2023-02-12T14:31:22Z
19.54495,73.35777,2023-02-12T14:31:52Z
19.52087,73.33839,2023-02-12T14:32:22Z
19.49539,73.33389,2023-02-12T14:32:52Z
19.46859,73.33457,2023-02-12T14:33:22Z
19.44495,73.31122,2023-02-12T14:33:52Z
19.42497,73.28772,2023-02-12T14:34:22Z
19.39914,73.24733,2023-02-12T14:34:52Z
19.37356,73.2018,2023-02-12T14:35:22Z
19.34667,73.14122,2023-02-12T14:35:52Z
19.32331,73.10889,2023-02-12T14:36:22Z
19.27469,73.09352,2023-02-12T14:36:52Z
19.22271,73.01919,2023-02-12T14:37:22Z
19.19906,72.96371,2023-02-12T14:37:52Z
19.16033,72.9629,2023-02-12T14:38:22Z
19.10577,72.93139,2023-02-12T14:38:52Z
19.06944,72.90901,2023-02-12T14:39:22Z
19.06065,72.91421,2023-02-12T14:39:52Z
19.03327,72.90167,2023-02-12T14:40:22Z
19.01547,72.87223,2023-02-12T14:40:52Z
19.00385,72.85566,2023-02-12T14:41:22Z
18.95977,72.8435,2023-02-12T14:41:52Z
18.94368,72.83442,2023-02-12T14:42:22Z
