latitude,longitude,timestamp
38.90479,-77.02607,2019-12-16T15:45:23Z
38.90479,-77.02606,2019-12-16T15:47:24Z
38.9048,-77.02608,2019-12-16T15:49:25Z
38.9044,-77.02604,2019-12-16T15:50:42Z
38.90424,-77.02646,2019-12-16T15:50:49Z
38.90422,-77.02686,2019-12-16T15:50:55Z
38.90419,-77.02691,2019-12-16T15:51:26Z
38.90417,-77.02736,2019-12-16T15:52:06Z
38.90432,-77.02822,2019-12-16T15:52:57Z
38.9046,-77.02898,2019-12-16T15:53:17Z
38.90491,-77.02976,2019-12-16T15:53:26Z
38.90516,-77.03029,2019-12-16T15:53:32Z
38.90532,-77.03069,2019-12-16T15:53:54Z
38.90541,-77.03112,2019-12-16T15:55:23Z
38.90588,-77.03171,2019-12-16T15:55:34Z
38.90595,-77.0321,2019-12-16T15:56:53Z
38.9056,-77.03235,2019-12-16T15:57:26Z
38.90505,-77.0321,2019-12-16T15:57:46Z
38.90423,-77.032,2019-12-16T15:57:56Z
38.90379,-77.03203,2019-12-16T15:58:42Z
38.90338,-77.03203,2019-12-16T15:58:52Z
38.90295,-77.03202,2019-12-16T15:58:59Z
38.9021,-77.03204,2019-12-16T15:59:10Z
38.9017,-77.03206,2019-12-16T15:59:21Z
38.90127,-77.03208,2019-12-16T15:59:27Z
38.90053,-77.032,2019-12-16T15:59:35Z
38.89963,-77.03202,2019-12-16T15:59:45Z
38.89879,-77.03203,2019-12-16T15:59:54Z
38.89838,-77.03201,2019-12-16T16:00:39Z
38.8979,-77.03201,2019-12-16T16:00:45Z
38.89701,-77.03202,2019-12-16T16:00:54Z
38.89638,-77.032,2019-12-16T16:01:31Z
38.89597,-77.0321,2019-12-16T16:01:41Z
38.89508,-77.0321,2019-12-16T16:01:49Z
38.89426,-77.0321,2019-12-16T16:01:57Z
38.89382,-77.0321,2019-12-16T16:02:03Z
38.89338,-77.03211,2019-12-16T16:02:43Z
38.89297,-77.03212,2019-12-16T16:02:50Z
38.89257,-77.03212,2019-12-16T16:02:56Z
38.89218,-77.03223,2019-12-16T16:03:05Z
38.89213,-77.03321,2019-12-16T16:03:13Z
38.89214,-77.0336,2019-12-16T16:03:35Z
38.89214,-77.03443,2019-12-16T16:03:42Z
38.89215,-77.0353,2019-12-16T16:03:48Z
38.89215,-77.03611,2019-12-16T16:03:56Z
38.89216,-77.03655,2019-12-16T16:04:24Z
38.89221,-77.03755,2019-12-16T16:04:31Z
38.89221,-77.03842,2019-12-16T16:04:37Z
38.89221,-77.03924,2019-12-16T16:04:43Z
38.89221,-77.04015,2019-12-16T16:04:49Z
38.89221,-77.0411,2019-12-16T16:04:55Z
38.89221,-77.04208,2019-12-16T16:05:01Z
38.8922,-77.04318,2019-12-16T16:05:07Z
38.8922,-77.0443,2019-12-16T16:05:13Z
38.8922,-77.04538,2019-12-16T16:05:19Z
38.8922,-77.04637,2019-12-16T16:05:25Z
38.8922,-77.04721,2019-12-16T16:05:31Z
38.8922,-77.04815,2019-12-16T16:05:49Z
38.89221,-77.04902,2019-12-16T16:05:56Z
38.89221,-77.04993,2019-12-16T16:06:02Z
38.89236,-77.05076,2019-12-16T16:06:08Z
38.89293,-77.05144,2019-12-16T16:06:14Z
38.89351,-77.0521,2019-12-16T16:06:20Z
38.89401,-77.05287,2019-12-16T16:06:26Z
38.89405,-77.05383,2019-12-16T16:06:32Z
38.89353,-77.05474,2019-12-16T16:06:38Z
38.89304,-77.05569,2019-12-16T16:06:44Z
38.89282,-77.05704,2019-12-16T16:06:51Z
38.89261,-77.05825,2019-12-16T16:06:57Z
38.8924,-77.05953,2019-12-16T16:07:03Z
38.89219,-77.06092,2019-12-16T16:07:09Z
38.89194,-77.06243,2019-12-16T16:07:15Z
38.89178,-77.06403,2019-12-16T16:07:21Z
38.89207,-77.06546,2019-12-16T16:07:27Z
38.89282,-77.06669,2019-12-16T16:07:34Z
38.89368,-77.06739,2019-12-16T16:07:40Z
38.8949,-77.06778,2019-12-16T16:07:46Z
38.89624,-77.06791,2019-12-16T16:07:52Z
38.89749,-77.0685,2019-12-16T16:07:58Z
38.89841,-77.06984,2019-12-16T16:08:04Z
38.89873,-77.07152,2019-12-16T16:08:10Z
38.89884,-77.07437,2019-12-16T16:08:19Z
38.8988,-77.07594,2019-12-16T16:08:25Z
38.89839,-77.07771,2019-12-16T16:08:31Z
38.89771,-77.07942,2019-12-16T16:08:37Z
38.89694,-77.08124,2019-12-16T16:08:43Z
38.89681,-77.08321,2019-12-16T16:08:49Z
38.89749,-77.08495,2019-12-16T16:08:55Z
38.89828,-77.08677,2019-12-16T16:09:01Z
38.89846,-77.08881,2019-12-16T16:09:07Z
38.89825,-77.09087,2019-12-16T16:09:13Z
38.89802,-77.09287,2019-12-16T16:09:19Z
38.89773,-77.09479,2019-12-16T16:09:25Z
38.89729,-77.0967,2019-12-16T16:09:31Z
38.8965,-77.09843,2019-12-16T16:09:37Z
38.89535,-77.09971,2019-12-16T16:09:43Z
38.8939,-77.10055,2019-12-16T16:09:49Z
38.89248,-77.10127,2019-12-16T16:09:55Z
38.89133,-77.10256,2019-12-16T16:10:01Z
38.89061,-77.10441,2019-12-16T16:10:07Z
38.89014,-77.10643,2019-12-16T16:10:13Z
38.88966,-77.10846,2019-12-16T16:10:19Z
38.88918,-77.11048,2019-12-16T16:10:25Z
38.8887,-77.11244,2019-12-16T16:10:31Z
38.88822,-77.11445,2019-12-16T16:10:37Z
38.88755,-77.11634,2019-12-16T16:10:43Z
38.88649,-77.11798,2019-12-16T16:10:49Z
38.88511,-77.11915,2019-12-16T16:10:55Z
38.88363,-77.12024,2019-12-16T16:11:01Z
38.88231,-77.12179,2019-12-16T16:11:07Z
38.88131,-77.1236,2019-12-16T16:11:13Z
38.88037,-77.12545,2019-12-16T16:11:19Z
38.87974,-77.12755,2019-12-16T16:11:25Z
38.87958,-77.12973,2019-12-16T16:11:31Z
38.8795,-77.13189,2019-12-16T16:11:37Z
38.87946,-77.13393,2019-12-16T16:11:43Z
38.87946,-77.13591,2019-12-16T16:11:49Z
38.87975,-77.13781,2019-12-16T16:11:55Z
38.88035,-77.13964,2019-12-16T16:12:01Z
38.88094,-77.14141,2019-12-16T16:12:07Z
38.8816,-77.14329,2019-12-16T16:12:13Z
38.88224,-77.14519,2019-12-16T16:12:19Z
38.88291,-77.14713,2019-12-16T16:12:25Z
38.88354,-77.14905,2019-12-16T16:12:31Z
38.88417,-77.15091,2019-12-16T16:12:37Z
38.88483,-77.15282,2019-12-16T16:12:43Z
38.88546,-77.15467,2019-12-16T16:12:49Z
38.88605,-77.15646,2019-12-16T16:12:55Z
38.88666,-77.15817,2019-12-16T16:13:01Z
38.88725,-77.15981,2019-12-16T16:13:07Z
38.88809,-77.16145,2019-12-16T16:13:13Z
38.88911,-77.16297,2019-12-16T16:13:19Z
38.89034,-77.16442,2019-12-16T16:13:25Z
38.89146,-77.16578,2019-12-16T16:13:31Z
38.89259,-77.16713,2019-12-16T16:13:37Z
38.89373,-77.16849,2019-12-16T16:13:43Z
38.89492,-77.16992,2019-12-16T16:13:49Z
38.89591,-77.17157,2019-12-16T16:13:55Z
38.89665,-77.17343,2019-12-16T16:14:01Z
38.89733,-77.17529,2019-12-16T16:14:07Z
38.89795,-77.17708,2019-12-16T16:14:13Z
38.89858,-77.17891,2019-12-16T16:14:19Z
38.89922,-77.18079,2019-12-16T16:14:25Z
38.89997,-77.18277,2019-12-16T16:14:31Z
38.90067,-77.1847,2019-12-16T16:14:37Z
38.90134,-77.18635,2019-12-16T16:14:43Z
38.90246,-77.18749,2019-12-16T16:14:49Z
38.90388,-77.18785,2019-12-16T16:14:55Z
38.90541,-77.18762,2019-12-16T16:15:01Z
38.90696,-77.18727,2019-12-16T16:15:07Z
38.9085,-77.18691,2019-12-16T16:15:13Z
38.91007,-77.18675,2019-12-16T16:15:19Z
38.91153,-77.18718,2019-12-16T16:15:25Z
