latitude,longitude,timestamp
14.50691,121.00422,2023-02-12T12:40:22Z
14.50834,121.00432,2023-02-12T12:40:52Z
14.50878,121.00322,2023-02-12T12:41:22Z
14.51234,121.00248,2023-02-12T12:41:52Z
14.51588,121.00347,2023-02-12T12:42:22Z
14.517,121.00131,2023-02-12T12:42:52Z
14.51721,120.99967,2023-02-12T12:43:22Z
14.51922,120.99911,2023-02-12T12:43:52Z
14.5219,120.99922,2023-02-12T12:44:22Z
14.52665,120.99859,2023-02-12T12:44:52Z
14.52816,121.0013,2023-02-12T12:45:22Z
14.52769,121.00516,2023-02-12T12:45:52Z
14.52665,121.01018,2023-02-12T12:46:22Z
14.52506,121.01135,2023-02-12T12:46:52Z
14.52144,121.01397,2023-02-12T12:47:22Z
14.51995,121.01554,2023-02-12T12:47:52Z
14.51725,121.01845,2023-02-12T12:48:22Z
14.51761,121.01979,2023-02-12T12:48:52Z
14.5217,121.02318,2023-02-12T12:49:22Z
14.52339,121.02555,2023-02-12T12:49:52Z
14.52393,121.0265,2023-02-12T12:50:22Z
14.52711,121.02441,2023-02-12T12:50:52Z
14.54706,121.01447,2023-02-12T12:51:22Z
14.55229,121.01059,2023-02-12T12:51:52Z
14.56022,121.0065,2023-02-12T12:52:22Z
14.56716,121.00284,2023-02-12T12:52:52Z
14.57375,120.99945,2023-02-12T12:53:22Z
14.57695,120.99752,2023-02-12T12:53:52Z
14.57947,120.99893,2023-02-12T12:54:22Z
14.58381,121.00257,2023-02-12T12:54:52Z
14.58712,121.00539,2023-02-12T12:55:22Z
14.58969,121.00914,2023-02-12T12:55:52Z
14.58938,121.01193,2023-02-12T12:56:22Z
14.58954,121.01423,2023-02-12T12:56:52Z
14.58849,121.01552,2023-02-12T12:57:22Z
14.58876,121.01863,2023-02-12T12:57:52Z
14.59034,121.02203,2023-02-12T12:58:22Z
14.59299,121.02533,2023-02-12T12:58:52Z
14.59459,121.026,2023-02-12T12:59:22Z
14.5992,121.02375,2023-02-12T12:59:52Z
14.60178,121.02016,2023-02-12T13:00:22Z
14.60374,121.01963,2023-02-12T13:00:52Z
14.60667,121.01902,2023-02-12T13:01:22Z
14.61211,121.01701,2023-02-12T13:01:52Z
14.61612,121.01657,2023-02-12T13:02:22Z
14.61922,121.0149,2023-02-12T13:02:52Z
14.62567,121.01554,2023-02-12T13:03:22Z
14.63019,121.01243,2023-02-12T13:03:52Z
14.63254,121.00945,2023-02-12T13:04:22Z
14.6371,121.00873,2023-02-12T13:04:52Z
